"Package"	"LibPath"	"Version"	"Priority"	"Depends"	"Imports"	"LinkingTo"	"Suggests"	"Enhances"	"License"	"License_is_FOSS"	"License_restricts_use"	"OS_type"	"MD5sum"	"NeedsCompilation"	"Built"	"Published"	"Repository"	"RemoteUrl"	"RemoteSha"	"biocViews"
"snow"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"0.4-4"		"R (>= 2.13.1), utils"			"rlecuyer"	"Rmpi"	"GPL"					"no"	"R 4.6.1; ; 2026-08-19 11:46:37 UTC; windows"		"CRAN"			
"sourcetools"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"0.1.7-2"		"R (>= 3.0.2)"			"testthat"		"MIT + file LICENSE"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-09-09 00:54:04 UTC; windows"		"CRAN"			
"sp"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"2.2-3"		"R (>= 3.5.0), methods"	"utils, stats, graphics, grDevices, lattice, grid"		"RColorBrewer, gstat, deldir, knitr, maps, mapview, rmarkdown,
sf, terra, raster"		"GPL (>= 2)"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-09-09 01:55:55 UTC; windows"		"CRAN"			
"spam"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"2.11-4"		"R (>= 4.0)"	"dotCall64, grid, methods, Rcpp (>= 1.0.8.3)"	"Rcpp"	"spam64, fields, Matrix, testthat, R.rsp, truncdist, knitr,
rmarkdown"		"LGPL-2 | BSD_3_clause + file LICENSE"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-09-09 01:56:00 UTC; windows"		"CRAN"			
"spatial"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/r_runtime/library"	"7.3-18"	"recommended"	"R (>= 3.0.0), graphics, stats, utils"			"MASS"		"GPL-2 | GPL-3"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-06-24 08:33:14 UTC; windows"		"CRAN"			
"spatstat.data"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"3.1-9"		"R (>= 3.5.0)"	"spatstat.utils (>= 3.1-2), Matrix"		"spatstat.geom, spatstat.random, spatstat.explore,
spatstat.model, spatstat.linnet"		"GPL (>= 2)"					"no"	"R 4.6.1; ; 2026-09-09 01:56:05 UTC; windows"		"CRAN"			
"spatstat.explore"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"3.8-2"		"R (>= 3.5.0), spatstat.data (>= 3.1-9), spatstat.univar (>=
3.2-0), spatstat.geom (>= 3.8-1), spatstat.random (>= 3.5-0),
stats, graphics, grDevices, utils, methods, nlme"	"spatstat.utils (>= 3.2-4), spatstat.sparse (>= 3.2-0), goftest
(>= 1.2-2), Matrix, abind"		"sm, gsl, locfit, spatial, fftwtools (>= 0.9-8),
spatstat.linnet (>= 3.5), spatstat.model (>= 3.7), spatstat (>=
3.6)"		"GPL (>= 2)"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-09-09 03:04:39 UTC; windows"		"CRAN"			
"spatstat.geom"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"3.8-2"		"R (>= 3.5.0), spatstat.data (>= 3.1-9), spatstat.univar (>=
3.2-0), stats, graphics, grDevices, utils, methods"	"spatstat.utils (>= 3.2-4), deldir (>= 2.0-2), polyclip (>=
1.10)"		"spatstat.random (>= 3.5), spatstat.explore (>= 3.8),
spatstat.model (>= 3.7), spatstat.linnet (>= 3.5), spatial,
fftwtools (>= 0.9-8), spatstat (>= 3.6)"		"GPL (>= 2)"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-09-09 02:21:20 UTC; windows"		"CRAN"			
"spatstat.random"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"3.5-1"		"R (>= 3.5.0), spatstat.data (>= 3.1-9), spatstat.univar (>=
3.2-0), spatstat.geom (>= 3.8-2), stats, utils, methods,
grDevices"	"Matrix, spatstat.utils (>= 3.2-4), spatstat.sparse (>= 3.2-0)"		"spatial, spatstat.linnet (>= 3.5), spatstat.explore (>= 3.8),
spatstat.model (>= 3.7), spatstat (>= 3.6), gsl"		"GPL (>= 2)"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-09-09 02:40:33 UTC; windows"		"CRAN"			
"spatstat.sparse"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"3.2-0"		"R (>= 3.5.0), stats, utils, methods, Matrix, abind, tensor"	"spatstat.utils (>= 3.2-3)"				"GPL (>= 2)"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-09-09 01:56:05 UTC; windows"		"CRAN"			
"spatstat.univar"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"3.2-0"		"R (>= 3.5.0), stats"	"spatstat.utils (>= 3.2-3), graphics"				"GPL (>= 2)"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-09-09 01:56:05 UTC; windows"		"CRAN"			
"spatstat.utils"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"3.2-4"		"R (>= 3.5.0), stats, graphics, grDevices, utils, methods"			"spatstat.model"		"GPL (>= 2)"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-09-09 00:55:05 UTC; windows"		"CRAN"			
"splines"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/r_runtime/library"	"4.6.1"	"base"		"graphics, stats"		"Matrix, methods"		"Part of R 4.6.1"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-06-24 08:20:12 UTC; windows"					
"statmod"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"1.5.2"		"R (>= 3.0.0)"	"stats, graphics"		"MASS, tweedie"		"GPL-2 | GPL-3"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-09-09 00:55:03 UTC; windows"		"CRAN"			
"statnet.common"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_v3_cellchat/rlibrary"	"4.13.0"		"R (>= 4.1)"	"utils, methods, coda, parallel, tools, Matrix"		"covr, roxygen2, rlang (>= 1.1.1), purrr, testthat, MASS"		"GPL-3 + file LICENSE"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-09-09 01:56:29 UTC; windows"		"CRAN"			
"stats"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/r_runtime/library"	"4.6.1"	"base"		"utils, grDevices, graphics"		"MASS, Matrix, SuppDists, methods, stats4"	"Kendall, coin, multcomp, pcaPP, pspearman, robustbase"	"Part of R 4.6.1"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-06-24 08:17:23 UTC; windows"					
"stats4"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/r_runtime/library"	"4.6.1"	"base"		"graphics, methods, stats"				"Part of R 4.6.1"						"R 4.6.1; ; 2026-06-24 08:20:17 UTC; windows"					
"stringi"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"1.8.9"		"R (>= 3.4)"	"tools, utils, stats"				"file LICENSE"	"yes"				"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-08-19 11:46:22 UTC; windows"		"CRAN"			
"stringr"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"1.6.0"		"R (>= 4.1.0)"	"cli, glue (>= 1.6.1), lifecycle (>= 1.0.3), magrittr, rlang
(>= 1.0.0), stringi (>= 1.5.3), vctrs (>= 0.4.0)"		"covr, dplyr, gt, htmltools, htmlwidgets, knitr, rmarkdown,
testthat (>= 3.0.0), tibble"		"MIT + file LICENSE"					"no"	"R 4.6.1; ; 2026-09-09 02:40:23 UTC; windows"		"CRAN"			
"survival"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/r_runtime/library"	"3.8-6"	"recommended"	"R (>= 3.5.0)"	"graphics, Matrix, methods, splines, stats, utils"				"LGPL (>= 2)"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-06-24 08:30:55 UTC; windows"		"CRAN"			
"svglite"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_v3_cellchat/rlibrary"	"2.2.2"		"R (>= 4.1)"	"base64enc, cli, lifecycle, rlang (>= 1.1.0), systemfonts (>=
1.3.0), textshaping (>= 0.3.0)"	"cpp11, systemfonts, textshaping"	"covr, fontquiver (>= 0.2.0), htmltools, knitr, rmarkdown,
testthat (>= 3.0.0), xml2 (>= 1.0.0)"		"GPL (>= 2)"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-09-09 03:03:57 UTC; windows"		"CRAN"			
"sys"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"3.4.3"					"unix (>= 1.4), spelling, testthat"		"MIT + file LICENSE"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-09-09 00:54:07 UTC; windows"		"CRAN"			
"systemfonts"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_v3_cellchat/rlibrary"	"1.3.2"		"R (>= 3.2.0)"	"base64enc, grid, jsonlite, lifecycle, tools, utils"	"cpp11 (>= 0.2.1)"	"covr, farver, ggplot2, graphics, knitr, ragg, rmarkdown,
svglite, testthat (>= 2.1.0)"		"MIT + file LICENSE"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-09-09 02:20:59 UTC; windows"		"CRAN"			
"tcltk"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/r_runtime/library"	"4.6.1"	"base"		"utils"				"Part of R 4.6.1"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-06-24 08:20:20 UTC; windows"					
"tensor"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"1.5.1"							"GPL (>= 2)"					"no"	"R 4.6.1; ; 2026-08-19 11:47:30 UTC; windows"		"CRAN"			
"tensorA"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"0.36.2.1"		"R (>= 2.2.0), stats"					"GPL (>= 2)"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-08-19 11:49:22 UTC; windows"		"CRAN"			
"textshaping"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_v3_cellchat/rlibrary"	"1.0.5"		"R (>= 3.2.0)"	"lifecycle, stats, stringi, systemfonts (>= 1.3.0), utils"	"cpp11 (>= 0.2.1), systemfonts (>= 1.0.0)"	"covr, grDevices, grid, knitr, rmarkdown, testthat (>= 3.0.0)"		"MIT + file LICENSE"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-09-09 02:40:26 UTC; windows"		"CRAN"			
"tibble"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"3.3.1"		"R (>= 3.4.0)"	"cli, lifecycle (>= 1.0.0), magrittr, methods, pillar (>=
1.8.1), pkgconfig, rlang (>= 1.0.2), utils, vctrs (>= 0.5.0)"		"bench, bit64, blob, brio, callr, DiagrammeR, dplyr, evaluate,
formattable, ggplot2, here, hms, htmltools, knitr, lubridate,
nycflights13, pkgload, purrr, rmarkdown, stringi, testthat (>=
3.0.2), tidyr, withr"		"MIT + file LICENSE"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-09-09 03:03:39 UTC; windows"		"CRAN"			
"tidyr"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"1.3.2"		"R (>= 4.1.0)"	"cli (>= 3.4.1), dplyr (>= 1.1.0), glue, lifecycle (>= 1.0.3),
magrittr, purrr (>= 1.0.1), rlang (>= 1.1.1), stringr (>=
1.5.0), tibble (>= 2.1.1), tidyselect (>= 1.2.1), utils, vctrs
(>= 0.5.2)"	"cpp11 (>= 0.4.0)"	"covr, data.table, knitr, readr, repurrrsive (>= 1.1.0),
rmarkdown, testthat (>= 3.0.0)"		"MIT + file LICENSE"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-09-09 03:39:19 UTC; windows"		"CRAN"			
"tidyselect"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"1.2.1"		"R (>= 3.4)"	"cli (>= 3.3.0), glue (>= 1.3.0), lifecycle (>= 1.0.3), rlang
(>= 1.0.4), vctrs (>= 0.5.2), withr"		"covr, crayon, dplyr, knitr, magrittr, rmarkdown, stringr,
testthat (>= 3.1.1), tibble (>= 2.1.3)"		"MIT + file LICENSE"					"yes"	"R 4.6.1; ; 2026-09-09 02:40:22 UTC; windows"		"CRAN"			
"timeDate"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_v3_cellchat/rlibrary"	"4052.112"		"R (>= 3.6.0), methods"	"graphics, utils, stats"		"RUnit"		"GPL (>= 2)"					"no"	"R 4.6.1; ; 2026-08-23 00:53:23 UTC; windows"		"CRAN"			
"tinytex"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"0.60"			"xfun (>= 0.48)"		"testit, rstudioapi"		"MIT + file LICENSE"					"no"	"R 4.6.1; ; 2026-09-09 01:55:56 UTC; windows"		"CRAN"			
"tools"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/r_runtime/library"	"4.6.1"	"base"				"codetools, methods, xml2, curl, commonmark, knitr, xfun,
mathjaxr, V8, bibtex"		"Part of R 4.6.1"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-06-24 08:14:19 UTC; windows"					
"urca"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_v3_cellchat/rlibrary"	"1.3-4"		"R (>= 2.0.0), methods"	"nlme, graphics, stats"				"GPL (>= 2)"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-09-02 02:33:29 UTC; windows"		"CRAN"			
"utf8"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"1.2.6"		"R (>= 2.10)"			"cli, covr, knitr, rlang, rmarkdown, testthat (>= 3.0.0),
withr"		"Apache License (== 2.0) | file LICENSE"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-09-09 00:54:02 UTC; windows"		"CRAN"			
"utils"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/r_runtime/library"	"4.6.1"	"base"				"methods, xml2, commonmark, knitr, jsonlite"		"Part of R 4.6.1"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-06-24 08:15:23 UTC; windows"					
"uwot"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"0.2.5"		"Matrix"	"FNN, irlba, methods, Rcpp, RcppAnnoy (>= 0.0.17), RSpectra"	"dqrng, Rcpp, RcppAnnoy, RcppProgress"	"bigstatsr, covr, knitr, RcppHNSW, rmarkdown, rnndescent,
testthat"		"GPL (>= 3)"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-09-09 02:42:22 UTC; windows"		"CRAN"			
"vctrs"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"0.7.3"		"R (>= 4.0.0)"	"cli (>= 3.4.0), glue, lifecycle (>= 1.0.3), rlang (>= 1.1.7)"		"bit64, covr, crayon, dplyr (>= 0.8.5), generics, knitr,
pillar (>= 1.4.4), pkgdown (>= 2.0.1), rmarkdown, testthat (>=
3.0.0), tibble (>= 3.1.3), waldo (>= 0.2.0), withr, xml2,
zeallot"		"MIT + file LICENSE"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-09-02 02:52:27 UTC; windows"		"CRAN"			
"vipor"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"0.4.7"		"R (>= 3.5.0)"	"stats, graphics"		"testthat, beeswarm, lattice, ggplot2, beanplot, vioplot,
ggbeeswarm,"		"GPL (>= 2)"					"no"	"R 4.6.1; ; 2026-09-09 01:00:03 UTC; windows"		"CRAN"			
"viridis"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"0.6.5"		"R (>= 2.10), viridisLite (>= 0.4.0)"	"ggplot2 (>= 1.0.1), gridExtra"		"hexbin (>= 1.27.0), scales, MASS, knitr, dichromat,
colorspace, httr, mapproj, vdiffr, svglite (>= 1.2.0),
testthat, covr, rmarkdown, maps, terra"		"MIT + file LICENSE"					"no"	"R 4.6.1; ; 2026-09-09 03:03:57 UTC; windows"		"CRAN"			
"viridisLite"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"0.4.3"		"R (>= 2.10)"			"hexbin (>= 1.27.0), ggplot2 (>= 1.0.1), testthat, covr"		"MIT + file LICENSE"					"no"	"R 4.6.1; ; 2026-09-09 00:54:02 UTC; windows"		"CRAN"			
"withr"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"3.0.3"		"R (>= 3.6.0)"	"graphics, grDevices"		"callr, DBI, knitr, methods, rlang, rmarkdown (>= 2.12),
RSQLite, testthat (>= 3.0.0)"		"MIT + file LICENSE"					"no"	"R 4.6.1; ; 2026-09-09 00:54:02 UTC; windows"		"CRAN"			
"xfun"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"0.60"		"R (>= 3.2.0)"	"grDevices, stats, tools"		"testit, parallel, codetools, methods, rstudioapi, tinytex (>=
0.30), mime, litedown (>= 0.6), commonmark, knitr (>= 1.50),
remotes, pak, curl, xml2, jsonlite, magick, yaml, data.table,
qs2"		"MIT + file LICENSE"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-09-09 00:54:30 UTC; windows"		"CRAN"			
"xtable"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"1.8-8"		"R (>= 2.10.0)"	"stats, utils, methods"		"knitr, zoo, survival, glue, tinytex"		"GPL (>= 2)"					"no"	"R 4.6.1; ; 2026-09-09 00:54:04 UTC; windows"		"CRAN"			
"yaml"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"2.3.12"					"knitr, rmarkdown, testthat (>= 3.0.0)"		"BSD_3_clause + file LICENSE"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-09-09 00:54:31 UTC; windows"		"CRAN"			
"zoo"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"1.9-0"		"R (>= 3.1.0), stats"	"utils, graphics, grDevices, lattice (>= 0.20-27)"		"AER, coda, chron, ggplot2 (>= 3.5.0), knitr, mondate, scales,
stinepack, strucchange, timeDate, timeSeries (>= 4021.104),
tinyplot, tis, tseries, xts"		"GPL-2 | GPL-3"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-09-02 02:33:29 UTC; windows"		"CRAN"			
